otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title
otu63300	Capnodium coffeae	162102	93495	-	None	True	original	Capnodium_coffeae	-
otu63293	Catenulostroma abietis	1093432	1434218	-	None	True	original	Trimmatostroma_abietis	-
otu63294	Cladosporium herbarum	187461	29918	-	None	True	original	Davidiella_tassiana	-
otu63295	Cladosporium cladosporioides	187451	334418	-	None	True	original	Cladosporium_cladosporioides	-
otu63296	Mycosphaerella graminicola	5319573	0	-	None	True	original	Mycosphaerella_graminicola	-
otu63297	Mycosphaerella punctiformis	1051941	43215	-	None	True	original	Mycosphaerella_punctiformis	-
otu63299	Cercospora beticola	444411	122368	-	None	True	original	Cercospora_beticola	-
otu63298	Mycosphaerella fijiensis	857565	1873960	-	None	True	original	Mycosphaerella_fijiensis	-
otu63305	Rhytidhysteron rufulum	614432	37885	-	None	True	original	Rhytidhysteron_rufulum	-
otu63308	Ulospora bilgramii	267588	372062	-	None	True	original	Ulospora_bilgramii	-
otu63309	Lepidosphaeria nicotiae	267587	372061	-	None	True	original	Lepidosphaeria_nicotiae	-
otu63307	Verruculina enalia	81512	85948	-	None	True	original	Verruculina_enalia	-
otu63344	Pleomassaria siparia	61792	753675	-	None	True	original	Pleomassaria_siparia	-
otu63345	Herpotrichia diffusa	659816	45146	-	None	True	original	Herpotrichia_diffusa	-
otu63346	Trematosphaeria pertusa	1027800	390896	-	None	True	original	Trematosphaeria_pertusa	-
otu63347	Herpotrichia pinetorum	659817	45145	-	None	True	original	Herpotrichia_juniperi	-
otu63318	Phoma herbarum	437937	73001	-	None	True	original	Phoma_herbarum	-
otu63317	Didymella pisi	287827	0	-	None	True	original	Ascochyta_pisi_var_pisi	-
otu63319	Pyrenochaeta nobilis	1027791	0	-	None	True	original	Pyrenochaeta_nobilis	-
otu63330	Pyrenophora phaeocomes	78726	380602	-	None	True	original	Pyrenophora_phaeocomes	-
otu63329	Pyrenophora tritici-repentis	85506	45297	-	None	True	original	Pyrenophora_tritici_repentis	-
otu63332	Alternaria alternata	464784	5599	-	None	True	original	Alternaria_alternata	-
otu63331	Allewia eureka	13657	390885	-	None	True	original	Allewia_eureka	-
otu63336	Cochliobolus heterostrophus	1042273	5016	-	None	True	original	Cochliobolus_heterostrophus	-
otu63337	Cochliobolus sativus	204741	45130	-	None	True	original	Cochliobolus_sativus	-
otu63333	Pleospora herbarum	282723	0	-	None	True	original	Pleospora_herbarum_var_herbarum_1	-
otu63334	Paradendryphiella arenariae	3796670	156293	-	None	True	original	Dendryphiella_arenaria	-
otu63335	Pleospora herbarum	282723	0	-	None	True	original	Pleospora_herbarum_var_herbarum_2	-
otu63328	Pleospora halimiones	928506	1077355	-	None	True	original	Coniothyrium_obiones	-
otu63323	Pleosporales	466678	0	-	None	True	original	Pleosporalean_sp	-
otu63324	Ophiosphaerella herpotricha	282728	33175	-	None	True	original	Ophiosphaerella_herpotricha	-
otu63325	Phaeosphaeria nodorum	562295	13684	-	None	True	original	Phaeosphaeria_nodorum	-
otu63326	Phaeosphaeria eustoma	184420	85909	-	None	True	original	Phaeosphaeria_eustoma	-
otu63327	Leptosphaeria avenaria	736914	0	-	None	True	original	Phaeosphaeria_avenaria	-
otu63321	Leptosphaeria maculans	581438	5022	-	None	True	original	Leptosphaeria_maculans	-
otu63322	Cucurbitaria elongata	659810	45143	-	None	True	original	Cucurbitaria_elongata	-
otu63320	Coniothyrium palmarum	43686	300248	-	None	True	original	Coniothyrium_palmarum	-
otu63343	Wettsteinina lacustris	513294	163246	-	None	True	deleted in reconciliation	Wettsteinina_lacustris	-
otu63342	Splanchnonema platani	87437	100036	-	None	True	original	Massaria_platani	-
otu63340	Bimuria novae-zelandiae	84213	147497	-	None	True	original	Bimuria_novae_zelandiae	-
otu63341	Phaeodothis winteri	61788	100040	-	None	True	original	Phaeodothis_winteri	-
otu63339	Montagnula opulenta	87444	100038	-	None	True	original	Montagnula_opulenta	-
otu63338	Byssothecium circinans	921290	147558	-	None	True	original	Byssothecium_circinans	-
otu63316	Arthopyrenia salicis	642423	278010	-	None	True	original	Arthopyrenia_salicis	-
otu63310	Leptosphaeria heterospora	5319110	2075111	-	None	True	original	Trematosphaeria_heterospora	-
otu63311	Lophiostoma arundinis	513300	1762941	-	None	True	original	Lophiostoma_arundinis	-
otu63312	Lophiostoma crenatum	5485980	45149	-	None	True	original	Lophiostoma_crenatum	-
otu63313	Preussia terricola	227033	265085	-	None	True	original	Preussia_terricola	-
otu63314	Westerdykella cylindrica	834064	134358	-	None	True	original	Westerdykella_cylindrica	-
otu63315	Sporormiella minima	1071356	93984	-	None	True	original	Sporormiella_minima	-
otu63306	Delitschia winteri	518703	100052	-	None	True	original	Delitschia_winteri	-
otu63304	Lophium mytilinum	1027793	390894	-	None	True	original	Lophium_mytilinum	-
otu63303	Aliquandostipite khaoyaiensis	710515	112102	-	None	True	deleted in reconciliation	Aliquandostipite_khaoyaiensis	-
otu63348	Trypethelium eluteriae	344137	364715	-	None	True	original	Trypethelium_eluteriae	-
otu63349	Trypethelium	244194	271823	-	None	True	original	Trypethelium_sp	-
otu63352	Botryosphaeria dothidea	859795	55169	-	None	True	original	Botryosphaeria_dothidea	-
otu63353	Macrophomina phaseolina	606632	35725	-	None	True	original	Macrophomina_phaseolina	-
otu63356	Spencermartinsia viticola	1019773	0	-	None	True	original	Botryosphaeria_viticola	-
otu63357	Neofusicoccum ribis	33907	45134	-	None	True	original	Botryosphaeria_ribis	-
otu63355	Diplodia tsugae	5311464	0	-	None	True	original	Botryosphaeria_tsugae	-
otu63354	Botryosphaeria stevensii	305447	66736	-	None	True	original	Botryosphaeria_stevensii	-
otu63351	Guignardia gaultheriae	392263	213543	-	None	True	original	Guignardia_gaultheriae	-
otu63350	Phoma uvicola	396956	0	-	None	True	original	Guignardia_bidwellii	-
otu63358	Mycosphaerella pneumatophorae	1086865	561984	-	None	True	original	Mycosphaerella_pneumatophorae	-
otu63361	Tyrannosorus pinicola	580431	43223	-	None	True	original	Tyrannosorus_pinicola	-
otu63360	Venturia inaequalis	581449	5025	-	None	True	original	Venturia_inaequalis	-
otu63359	Phaeotrichum benjaminii	597866	134357	-	None	True	original	Phaeotrichum_benjaminii	-
otu63364	Hysteropatella clavispora	608851	100029	-	None	True	original	Hysteropatella_clavispora_cf	-
otu63365	Hysteropatella elliptica	716145	394111	-	None	True	original	Hysteropatella_elliptica_cf	-
otu63366	Hysterium pulicare	366414	100027	-	None	True	original	Hysterium_pulicare_cf	-
otu63363	Kirschsteiniothelia aethiops	295798	147564	-	None	True	original	Kirschsteiniothelia_aethiops_1	-
otu63362	Kirschsteiniothelia aethiops	295798	147564	-	None	True	original	Kirschsteiniothelia_aethiops_2	-
otu63367	Tubeufia cerea	1019032	2082533	-	None	True	original	Tubeufia_cerea	-
otu63368	Helicomyces roseus	25859	301202	-	None	True	original	Helicomyces_roseus	-
otu63369	Tubeufia paludosa	817524	318725	-	None	True	original	Tubeufia_paludosa	-
otu63373	Alyxoria varia	1089782	91480	-	None	True	deleted in reconciliation	Opegrapha_varia	-
otu63372	Opegrapha dolomitica	58484	399108	-	None	True	deleted in reconciliation	Opegrapha_dolomitica	-
otu63371	Simonyella variegata	516983	92844	-	None	True	deleted in reconciliation	Simonyella_variegata	-
otu63375	Dendrographa decolorans	1069732	279122	-	None	True	original	Schismatomma_decolorans	-
otu63376	Roccella fuciformis	753808	269074	-	None	True	original	Roccella_fuciformis	-
otu63374	Roccellographa cretacea	516979	92842	-	None	True	original	Rocellographa_cretacea	-
otu63370	Arthonia caesia	747523	0	-	None	True	original	Arthonia_caesia	-
otu63279	Symbiotaphrina buchneri	896616	40220	-	None	True	original	Symbiotaphrina_buchneri	-
otu63278	Hyphozyma lignicola	699522	177195	-	None	True	original	Hyphozyma_lignicola	-
otu63277	Symbiotaphrina kochii	513429	40221	-	None	True	original	Symbiotaphrina_kochii	-
otu63276	Candelariella terrigena	1029102	404705	-	None	True	original	Candelariella_terrigena	-
otu63275	Candelariella reflexa	754743	411581	-	None	True	original	Candelariella_reflexa	-
otu63237	Tryblidiopsis pinastri	739239	66520	-	None	True	original	Tryblidiopsis_pinastri	-
otu63238	Coccomyces strobi	812160	380015	-	None	True	original	Coccomyces_strobi	-
otu63268	Microglossum rufum	554275	211506	-	None	True	original	Microglossum_rufum	-
otu63267	Leotia lubrica	339442	39932	-	None	True	original	Leotia_lubrica	-
otu63271	Pseudeurotium hygrophilum	784460	0	-	None	True	original	Pseudeurotium_zonatum	-
otu63272	Leuconeurospora pulcherrima	279843	95334	-	None	True	original	Leuconeurospora_pulcherrima	-
otu63270	Thelebolus caninus	546841	320507	-	None	True	original	Thelebolus_caninus	-
otu63269	Thelebolus microsporus	218767	319061	-	None	True	original	Thelebolus_microsporus	-
otu63273	Naemacyclus fimbriatus	94193	132176	-	None	True	original	Naemacyclus_fimbriatus	-
otu63274	Cyclaneusma minus	866309	64355	-	None	True	original	Cyclaneusma_minus	-
otu63244	Pezicula carpinea	1018168	101854	-	None	True	original	Pezicula_carpinea	-
otu63243	Dermea acerina	1061678	108551	-	None	True	original	Dermea_acerina	-
otu63242	Neofabraea malicorticis	986461	108569	-	None	True	original	Neofabreae_malicorticis	-
otu63263	Chlorociboria aeruginosa	694200	54693	-	None	True	original	Chlorociboria_aeruginosa	-
otu63262	Cyttaria darwinii	68614	47165	-	None	True	original	Cyttaria_darwinii	-
otu63261	Blumeria graminis	555363	34373	-	None	True	original	Blumeria_graminis	-
otu63260	Erysiphe diffusa	129269	79295	-	None	True	original	Erysiphe_glycines	-
otu63265	Mollisia cinerea	542792	186291	-	None	True	original	Mollisia_cinerea	-
otu63266	Loramyces macrosporus	467814	380016	-	None	True	original	Loramyces_macrosporus	-
otu63264	Vibrissea truncorum	224153	315230	-	None	True	original	Vibrissea_truncorum	-
otu63256	Lachnum virgineum	178976	47828	-	None	True	original	Lachnum_virgineum	-
otu63257	Cudoniella clavus	745596	315222	-	None	True	original	Cudoniella_clavus_cf	-
otu63258	Leotiomycetes	346134	147548	-	None	True	original	Leotiomycetous_sp	-
otu63259	Connersia rilstonii	803415	95320	-	None	True	original	Connersia_rilstonii	-
otu63255	Bisporella citrina	478566	155150	-	None	True	original	Bisporella_citrina	-
otu63254	Ascomycota	439373	4890	-	None	True	deleted in reconciliation	Dark_septate_endophyte	-
otu63252	Chloroscypha enterochroma	295875	66491	-	None	True	original	Chloroscypha_enterochroma	-
otu63253	Ascocoryne sarcoides	714997	139061	-	None	True	original	Ascocoryne_sarcoides	-
otu63251	Neobulgaria pura	903002	0	-	None	True	original	Neobulgaria_pura	-
otu63245	Meria laricis	164628	66513	-	None	True	original	Meria_laricis	-
otu63246	Lambertella subrenispora	743486	38464	-	None	True	original	Lambertella_subrenispora	-
otu63247	Rutstroemia firma	102844	1490168	-	None	True	original	Rutstroemia_firma	-
otu63248	Monilinia laxa	466066	61186	-	None	True	original	Monilinia_laxa	-
otu63249	Sclerotinia sclerotiorum	880963	5180	-	None	True	original	Sclerotinia_sclerotiorum	-
otu63250	Botryotinia fuckeliana	17713	40559	-	None	True	original	Botryotinia_fuckeliana	-
otu63239	Phacidium lacerum	812162	909059	-	None	True	original	Phacidium_lacerum	-
otu63241	Potebniamyces pyri	248529	279237	-	None	True	original	Potebniamyces_pyri	-
otu63240	Bulgaria inquinans	902757	2079455	-	None	True	original	Bulgaria_inquinans	-
otu63124	Stigmatomyces protrudens	416285	147225	-	None	True	original	Stigmatomyces_protrudens	-
otu63123	Hesperomyces virescens	416287	147227	-	None	True	original	Hesperomyces_virescens	-
otu63122	Pyxidiophora	58290	45040	-	None	True	deleted in reconciliation	Pyxidiophora_sp	-
otu63121	Pyxidiophora arvernensis	58295	45041	-	None	True	original	Pyxidiophora_avernensis	-
otu63125	Anthostomella torosa	105117	395915	-	None	True	original	Anthostomella_torosa	-
otu63126	Amphisphaeria umbrina	877956	63207	-	None	True	original	Amphisphaeria_umbrina	-
otu63127	Khuskia oryzae	171771	668251	-	None	True	original	Khuskia_oryzae	-
otu63128	Apiospora montagnei	798498	335852	-	None	True	original	Apiospora_montagnei	-
otu63129	Eutypa lata	855116	97096	-	None	True	original	Eutypa_lata	-
otu63130	Diatrype disciformis	183727	42366	-	None	True	original	Diatrype_disciformis	-
otu63134	Xylaria acuta	1025261	114808	-	None	True	original	Xylaria_acuta	-
otu63133	Xylaria hypoxylon	44255	665660	-	None	True	original	Xylaria_hypoxylon	-
otu63132	Graphostroma platystoma	1047409	190934	-	None	True	original	Graphostroma_platystoma	-
otu63131	Astrosphaeriella erumpens	3738802	0	-	None	True	original	Seynesia_erumpens	-
otu63180	Lindra obtusa	295946	309134	-	None	True	original	Lindra_obtusa	-
otu63181	Lulworthia grandispora	618474	77629	-	None	True	original	Lulworthia_grandispora	-
otu63182	Lindra thalassiae	172400	77628	-	None	True	original	Lindra_thalassiae	-
otu63179	Lulwoana uniseptata	595349	929575	-	None	True	original	Lulworthia_uniseptata	-
otu63178	Lulwoidea lignoarenaria	5318228	201929	-	None	True	original	Lulworthia_lignoarenaria	-
otu63218	Glomerella rufomaculans-vaccinii	1085557	0	-	None	True	original	Glomerella_cingulata	-
otu63219	Verticillium dahliae	615475	27337	-	None	True	original	Verticillium_dahliae	-
otu63222	Ceratocystis fimbriata	1097914	5158	-	None	True	original	Ceratocystis_fimbriata	-
otu63221	Ambrosiella xylebori	789041	44383	-	None	True	original	Ambrosiella_xylebori	-
